x y
808.1096202657496 386.87157121454493
1500.0091715995713 897.2214883332421
100.16383277775667 999.7992137142429
797.7629317516111 380.876677095002
87.05191213606582 1009.7643864083655
1393.1651902721896 506.43276586065645
100.72647705903286 994.6723285974161
496.10514489381995 213.24306092743026
1291.6398895137386 98.95981792786736
908.1019820726735 1192.1582523212326
910.8230825239721 1190.1869057779584
201.10078830692578 300.25556885823374
1488.036627013865 901.139983453608
493.9619105833045 212.31304784312326
1406.6535618415612 504.2585444632202
1478.0129145510352 900.7309282693296
819.7075895648042 414.55917286162907
904.8366406074447 1216.1768261712596
102.60503648496652 1010.2810006199721
1496.8423398184862 901.7608259707398
1290.106309306779 97.27230603194866
206.04678510130947 298.51177287897
204.74822102806718 292.2646057075998
1499.7796980365615 895.1390504979875
187.95680966676684 299.6553458413772
196.23001479031637 292.4321147175252
1495.1855156204986 887.4351647850148
1390.342954535683 491.3273825704492
889.3798492863473 1200.3610267998945
1292.0209438811419 95.58232154717393
1406.33237781742 511.0438984933625
1302.180023685334 100.32613720336151
510.1990553575805 204.49335768138573
892.4589261308068 1198.8677367123494
98.67715173206163 1007.2256110381903
1314.1124100363636 103.79528864939202
1508.8581494183127 907.4571589887864
195.8406665612673 300.40735554624587
1504.295667299905 913.5425764328862
804.8587622701302 380.4398753075666
794.2944648472917 397.16107252812134
1296.8213993102588 89.55115213593821
104.42813453926438 987.6399687373703
1301.8771290530156 109.26944423842099
490.52083208078903 205.64709576970495
1309.135631053811 102.36240673916957
1397.281844989297 508.9168713382743
202.592645427354 309.53995532414336
1408.751884497909 496.10771865511924
99.67187188883875 1000.0813602228071
509.84594117245774 200.0737140143165
1498.1310086575386 908.715889085638
917.8949946032487 1196.8755383885596
192.20779176199582 297.2585714244062
1415.0397808472467 509.9914375624197
1299.1479491532284 83.25990005343624
490.1503614622569 195.82950908151963
507.3334649052749 207.27228227914426
804.9525866487668 400.94129670244337
1306.7590910646259 103.74827164543345
902.209221471699 1185.7111313543492
809.4704371720065 409.75604987776956
107.7352434871229 1006.300430769782
1408.6162760682384 507.5432519458713
197.43402784273124 299.04421559400845
802.3900079878599 401.84771245729667
896.6262498233547 1176.1542978938774
1409.717490403692 502.11611895778174
103.76403496525948 1001.1415986911991
894.6735314758973 1185.8682339828827
503.14483872144496 203.5317290902024
495.1797709902593 218.68003152664568
84.842263308044 994.6432455257998
1492.4890505260253 897.6722150707151
1396.4486276470536 494.1172405743855
781.5547947478619 385.5817443759557
815.6290971120278 398.62109344353553
518.0545176175898 213.03262272887463
197.33009238690082 302.67362021708936
892.5287586607127 1190.0685566941572
